242,所以,suǒyǐ,Conj,therefore,因為我喜歡爬山，所以週末我都去。,"Yīnwèi wǒ xǐhuan páshān, suǒyǐ zhōumò wǒ dōu qù.","I like to climb the mountain, so I go there on weekends.","他常練習說中文, 所以說得不錯。","Tā cháng liànxí shuō Zhōngwén, suǒyǐ shuō de búcuò.","He often practices speaking Chinese, so he speaks well."
243,剛,gāng,Adv,just,我剛放假，你想去哪兒玩兒?,"Wǒ gāng fàngjià, nǐ xiǎng qù nǎr wánr?","I just have holiday, where do you want to go?",我剛起床，我們一起去吃早飯吧!,"Wǒ gāng qǐchuáng, wǒmen yìqǐ qù chī zǎofàn ba.","I just woke up, let's go eat breakfast together."
244,看見,kànjiàn,Verb,"to see, to catch sight of",你昨天看見什麼了?,Nǐ zuótiān kànjiàn shénme le?,What did you see yesterday?,我剛看見他和他的朋友在一起逛街。,Wǒ gāng kànjiàn tā hé tā de péngyǒu zài yìqǐ guàngjiē.,I just saw he and his friend shopping together.
245,以前,yǐqián,Noun,Noun/ before,我三年以前不會說漢語，現在說得很好。,"Wǒ sān nián yǐqián búhuì shuō Hànyǔ, xiànzài shuō de hěnhǎo.","I couldn't speak Chinese three years ago, but now I can speak well.",他兩天以前還在美國，現在已經在中國了。,"Tā liǎngtiān yǐqián háizài Měiguó, xiànzài yǐjīng zài Zhōngguó le.","He was in USA two days ago, now he is in China."
246,書法,shūfǎ,Noun,calligraphy,我喜歡寫書法。,Wǒ xǐhuan xiě shūfǎ.,I like to write calligraphy.,我媽媽寫的書法很漂亮。,Wǒ māma xiě de shūfǎ hěn piàoliang.,My mother's calligraphy looks really nice.
247,開始,kāishǐ,Verb,to start,從明天開始，我不上漢語課了。,"Cóng míngtiān kāishǐ, wǒ bú shàng Hànyǔ kè le.",From tomorrow I don't take Chinese class anymore.,籃球比賽三點開始，你要來看比賽嗎?,"Lánqiú bǐsài sāndiǎn kāishǐ, nǐ yào lái kàn bǐsài ma?","The basketball game starts at three p.m., are you coming?"
248,學校,xuéxiào,Noun,school,這是我的學校，很漂亮吧?,"Zhè shì wǒ de xuéxiào, hěn piàoliang ba?","This is my school. It's really pretty, isn't it?",我弟弟的學校在那條路，往前走右拐就到了。,"Wǒ dìdi de xuéxiào zài nà tiáo lù, wǎng qián zǒu yòuguǎi jiù dào le.","My younger brother's school is on that road, just go forward and turn right."
249,課,kè,Noun,"lesson, class",你今天上什麼課?,Nǐ jīntiān shàng shénme kè?,What class do you have today?,我明天沒課，我們一起去爬山吧。,"Wǒ míngtiān méi kè, wǒmen yìqǐ qù páshān ba.","I don't have class tomorrow, let's go mountain climbing."
250,可能,kěnéng,Adv,"maybe, might, probably",我可能不能去他家玩兒。,Wǒ kěnéng bù néng qù tā jiā wánr.,I might not go to his house to hang out.,他可能會遲到，我們等他吧。,"Tā kěnéng huì chídào, wǒmen děng tā ba.","He might be late, let's wait for him."
251,最近,zuìjìn,Noun,recently,他最近工作很忙，不常給我打電話。,"Tā zuìjìn gōngzuò hěn máng, bù cháng gěi wǒ dǎdiànhuà.","He has been busy recently, only rarely does he call me.",最近我很忙。,Zuìjìn wǒ hěn máng.,"Recently, I'm very busy."
252,喂,wéi,Phrase,Hello (when answer the telephone),喂，你好，請問有什麼事?,"Wéi, nǐhǎo, qǐngwèn yǒu shénme shì?","Hello, how can I help you?",喂，我現在不方便接電話，你可以三十分鐘之後再打嗎？,"Wéi, wǒ xiànzài bù fāngbiàn jiē diànhuà, nǐ kěyǐ sānshí fēnzhōng zhīhòu zài dǎ ma?","Hello, it's not a good time to talk right now, can you give me a call in thirty minutes?"
253,開會,kāihuì,Verb Object,to hold a meeting,我下午一點要開會。,Wǒ xiàwǔ yì diǎn yào kāihuì.,I have meeting at one p.m.,我們公司每個下午都開會。,Wǒmen gōngsī měi ge xiàwǔ dōu kāihuì.,Our company has a meeting every afternoon.
254,打電話,dǎdiànhuà,Verb Object,to make a phone call,你晚上可以打電話來我家。,Nǐ wǎnshàng kěyǐ dǎdiànhuà lái wǒ jiā.,You can call me at night.,他喜歡打電話跟朋友聊天。,Tā xǐhuan dǎdiànhuà gēn péngyou liáotiān.,He likes to call his friend and chat.
255,那,nà,Adv,"then, in that case",A: 今天外面下雨，不能打籃球。 B: 那我們去看電影吧。,"A: Jīntiān wàimiàn xiàyǔ, bùnéng dǎ lánqiú. B: Nà wǒmen qù kàn diànyǐng ba.","A: It's raining outside, we can't play basketball.  B: Then let's see a movie.",A: 那個東西多少錢？ B: 五十元。A: 那這個東西要多少錢?,A: Nàgè dōngxī duōshǎo qián?  B: Wǔ shí yuán. A: Nà zhège dōngxi yào duōshǎo qián?,A: How much does this thing cost?  B: Fifty dollars. A: Then how much does this cost?
256,桌子,zhuōzi,Noun,table,我家有三張桌子。,Wǒ jiā yǒu sān zhāng zhuōzi.,I have three tables at home.,他公司有很多桌子和椅子。,Tā gōngsī yǒu hěnduō zhuōzi hé yǐzi.,There are a lot of tables and chairs in his company.
257,生日會,shēngrì huì,Noun,birthday party,他的生日會是一月二十五日。,Tā de shēngrì huì shì yī yuè èrshíwǔ rì.,His birthday party is on the twenty-fifth of January.,你會去他的生日會嗎?,Nǐ  huì qù tā de shēngrì huì ma?,Are you going to his birthday party?
258,蘋果派,píngguǒ pài,Noun,apple pie,我不喜歡吃蘋果派。,Wǒ bù xǐhuan chī píngguǒ pài.,I don't like to eat apple pie.,我媽媽做的蘋果派很好吃。,Wǒ māma zuò de píngguǒ pài hěn hǎo chī.,The apple pie my mother made is really tasty.
259,邀請,yāoqǐng,Verb,to invite,我想邀請你跟你的家人來我的生日會。,Wǒ xiǎng yāoqǐng nǐ gēn nǐ de jiārén lái wǒ de shēngrì huì.,I would like to invite you and your family to my birthday party.,他邀請朋友一起去看籃球比賽。,Tā yāoqǐng péngyou yìqǐ qù kàn lánqiú bǐsài.,He invites his friend to watch the basketball game together.
260,好久不見,hǎojiǔ bújiàn,Phrase,"long time, no see",好久不見，你好嗎?,"Hǎojiǔ bújiàn, nǐhǎo ma?","Long time no see, how are you?",好久不見，你最近新工作怎麼樣?,"Hǎojiǔ bújiàn, nǐ zuìjìn xīn gōngzuò zěnmeyàng?","Long time no see, how's your new job?"
261,給,gěi,Verb,to give,因為我要考試，所以他給我很多書。,"Yīnwèi wǒ yào kǎoshì, suǒyǐ tā gěi wǒ hěnduō shū.",He gives me a lot of books because I have a test.,你要給他什麼?,Nǐ yào gěi tā shénme?,What are you going to give him?
262,禮物,lǐwù,Noun,gift,我不知道他喜歡什麼禮物。,Wǒ bù zhīdào tā xǐhuan shénme lǐwù.,I don't know what present he likes.,你想要什麼禮物?,Nǐ xiǎng yào shénme lǐwù?,What present would you like?
263,藍色,lánsè,Noun,blue,我有一件藍色的衣服。,Wǒ yǒu yí jiàn lánsè de yīfú.,I have a blue t-shirt.,我有很多藍色的杯子。,Wǒ yǒu hěnduō lánsè de bēizi.,I have a lot of blue cups.
264,餃子,jiǎozi,Noun,dumplings,餃子是中國菜的一種。,Jiǎozi shì Zhōngguó cài de yì zhǒng.,Dumpling is a kind of Chinese food.,我不喜歡吃餃子。,Wǒ bù xǐhuan chī jiǎozi.,I don't like to eat dumplings.
265,旅遊,lǚyóu,Verb,travel,我喜歡和我的朋友一起去旅遊。,Wǒ xǐhuan hé wǒ de péngyou yìqǐ qù lǚyóu.,I like to go travelling with my friends.,下個星期我們家要去美國旅遊。,Xiàge xīngqī wǒmen jiā yào qù Měiguó lǚyóu.,My family and I are going to travel in America next week.
266,經驗,jīngyàn,Noun,experience,他的工作經驗不多。,Tā de gōngzuò jīngyàn bùduō.,He doesn't have much working experience.,他的旅遊經驗很多。,Tā de lǚyóu jīngyàn hěn duō.,He has a lot of traveling experience.
267,次,cì,Measure word,"Measure word for enumerated events, time",這件事情我說了三次了。,Zhè jiàn shìqing wǒ shuō le sān cì le.,I have told you about this three times.,我們公司每週都開一次會。,Wǒmen gōngsī měi zhōu dōu kāi yí cì huì.,Our company has meeting once a week.
268,快樂,kuàile,Adj,happy,旅遊是一件很快樂的事情。,Lǚyóu shì yí jiàn hěn kuàilè de shìqing.,Traveling is a very happy thing.,生日快樂! 這是給你的禮物。,Shēngrì kuàilè! Zhè shì gěi nǐ de lǐwù.,Happy Birthday! This present is for you.
269,最,zuì,Adv,"the most, ""-est""",我最喜歡的人是我爸爸媽媽。,Wǒ zuì xǐhuan de rén shì wǒ bàba māma.,I like my parents the most.,離我家最遠的商店要走一小時。,Lí wǒ jiā zuì yuǎn de shāngdiàn yào zǒu yì xiǎoshí.,The most far away shop from my house take an hour by walking.
270,有名,yǒumíng,Adj,famous,這是這兒最有名的飯館。,Zhè shì zhèr zuì yǒumíng de fànguǎn.,This is the most famous restaurant here.,我家附近的海邊很有名，放假的時候常常很多人來玩兒。,"Wǒ jiā fùjìn de hǎibiān hěn yǒumíng, fàngjià de shíhou cháng cháng hěn duō rén lái wánr.","The beach nearby my house is really famous, during the holidays there are frequently lots of people."
271,飛機,fēijī,Noun,airplane,從美國到中國要坐十幾個小時的飛機。,Cóng Měiguó dào Zhōngguó yào zuò shí jǐ ge xiǎoshí de fēijī.,It takes more than ten hours from America to China by plane.,我常坐飛機去旅遊。,Wǒ cháng zuò fēijī qù lǚyóu.,I often take travel by plane.
272,聽說,tīngshuō,Verb,to hear (sb. said),聽說你去過中國很多次？,Tīngshuō nǐ qùguò Zhōngguó hěnduō cì?,I heard that you have been to China many times?,我聽說你彈吉他。,Wǒ tīngshuō nǐ dàn jítā.,I hear you play the guitar.
273,高興,gāoxìng,Adj,"glad, happy",很高興你也喜歡日本菜。,Hěn gāoxìng nǐ yě xǐhuan Rìběn cài.,I'm glad you liked Japanese food.,我太高興了。,Wǒ tài gāoxìngle.,I'm too happy.
274,旅館,lǚguǎn,Noun,"hostel, hotel",你去旅遊的時候喜歡住哪種旅館？,Nǐ qù lǚyóu de shíhou xǐhuan zhù nǎ zhǒng lǚguǎn？,"When you travel, which kind of hotel do you like to stay at?",旅館在哪裡？,Lǚguǎn zài nǎlǐ?,Where is the hotel?
275,紀念品,jìniànpǐn,Noun,souvenir,你會買紀念品給你家人嗎？,Nǐ huì mǎi jìniànpǐn gěi nǐ jiārén ma?,Will you buy souvenirs for your family?,外國人常到這裡來買紀念品。,Wàiguó rén cháng dào zhèlǐ lái mǎi jìniànpǐn.,Foreigners often come here to buy souvenirs.
276,計劃,jìhuà,Verb,"to plan, to plan to do sth.",你計划去哪幾個國家旅遊？,Nǐ jìhuà qù nǎ jǐ ge guójiā lǚyóu?,What countries are you planning to go to?,他今年有一個旅遊的計劃。,Tā jīnnián yǒu yí gè lǚyóu de jìhuà.,He has a traveling plan this year.
277,習慣,xíguàn,Verb,to get used to,你習慣吃哪國菜？,Nǐ xíguàn chī nǎguó cài?,Which country's food do you get used to eat?,"我剛到這裡的時候, 不習慣的事有很多。","Wǒ gāng dào zhèlǐ de shíhou, bù xíguàn de shì yǒu hěn duō.",There were a lot of things that I didn't get used to when I arrived here.
278,去年,qùnián,Noun,last year,你去年去過哪些國家？,Nǐ qùnián qùguò nǎxiē guójiā?,What countries did you visit last year?,去年她在日本。,Qùnián tā zài rìběn.,Last year she was in Japan.
279,回國,huíguó,Verb Object,to return to home country,他二月三日回國。,Tā èr yuè sān rì huíguó.,He will return home on 3rd February.,你什麼時候回國?,Nǐ shénme shíhou huíguó?,When will you return to your home country?
280,打算,dǎsuàn,Verb,to plan,我打算三點去圖書館看書。,Wǒ dǎsuàn sān diǎn qù túshūguǎn kànshū.,I plan to go to library to read books at 3pm.,他打算三月回國。,Tā dǎsuàn sān yuè huíguó.,He plans to return home in March.
281,北京,běijīng,Noun,Peking,我爸爸的公司在北京，他在那兒工作。,"Wǒ bàba de gōngsī zài Běijīng, tā zài nàr gōngzuò.","My dad's company is in Peking, he is working there.",我們放假的時候打算去北京玩兒。,Wǒmen fàngjià de shíhou dǎsuàn qù Běijīng wánr.,We plan to go to Peking on our vacation.
282,外國,wàiguó,Noun,abroad/foreign country,我跟我的朋友放假要去外國旅遊。,Wǒ gēn wǒ de péngyou fàngjià yào qù wàiguó lǚyóu.,My friend and I are going abroad during our vacation.,外國的飯館都很貴，可是很好吃。,"Wàiguó de fànguǎn dōu hěn guì, kěshì hěn hǎo chī.",Foreign restaurant is very expensive but very good.
283,只,zhǐ,Adv,only,放假的時候，他的家人只喜歡在家休息。,Fàngjià de shíhou tā de jiārén zhǐ xǐhuan zài jiā xiūxi.,His family only like to stay at home during holiday.,我只喜歡去這家飯館吃飯。,Wǒ zhǐ xǐhuan qù zhè jiā fànguǎn chīfàn.,I only like to eat in this restaurant.
284,後天,hòutiān,Noun,the day after tomorrow,因為他後天要去北京工作，所以明天晚上我們一起去酒吧喝酒聊天吧!,"Yīnwèi tā hòutiān yào qù Běijīng gōngzuò, suǒyǐ míngtiān wǎnshàng wǒmen yìqǐ qù jiǔbā hējiǔ liáotiān ba.","He is going to work in Peking the day after tomorrow, so let's go to the bar and have a drink tomorrow night.",你後天有空嗎？,Nǐ hòutiān yǒu kòng ma?,Do you have free time the day after tomorrow?
285,女朋友,nǚpéngyou,Noun,girlfreind,我的女朋友是美國人。,Wǒ de nǚpéngyou shì Měiguó rén.,My girlfriend is American.,我的女朋友後天要回國了。,Wǒ de nǚpéngyou hòutiān yào huí guó le.,My girlfriend is leaving back to her country the day after tomorrow.
286,走,zǒu,Verb,to leave,真捨不得你走，要常回來看我們。,"Zhēn shěbude nǐ zǒu, yào cháng huílái kàn women.","Really don't want you to go, come back to visit us often.",他要走了，你去說再見吧!,"Tā yào zǒu le, nǐ qù shuō zàijiàn ba!","He is leaving, go and say goodbye."
287,捨不得,shěbude,Verb,to hate to part with,我們捨不得你回國。,Wǒmen shěbude nǐ huí guó.,We don't want you to return to your country.,我爸爸媽媽捨不得我到外國去學習。,Wǒ bàba māma shěbude wǒ dào wàiguó qù xuéxi.,My parent don't want me to go abroad to study.
288,同學,tóngxué,Noun,classmate,我漢語課的同學是美國人。,Wǒ Hànyǔ kè de tóngxué shì Měiguó rén.,My classmate from Chinese class is an American.,我同學已經在圖書館等我們了。,Wǒ tóngxué yǐjīng zài túshūguǎn děng wǒmen le.,My classmate is already waiting for us in the library.
289,想,xiǎng,Verb,to miss,他到中國去工作三年了，他的家人都很想他。,"Tā dào Zhōngguó qù gōngzuò sān nián le, tā de jiārén dōu hěn xiǎng tā.","He was working in China for 3 years, his family miss him a lot.",我女朋友回國了，我很想他。,"Wǒ nǚpéngyou huí guó le, wǒ hěn xiǎng tā.","My girlfriend is back to her country, I miss her a lot."
290,寫信,xiě xìn,Verb,to write a letter,你回國以後要常寫信給我。,Nǐ huí guó yǐhòu yào cháng xiěxìn gěi wǒ.,You have to write me a letter more often when you are back home.,我很喜歡寫信、看電視。,"Wǒ hěn xǐhuan xiěxìn, kàn diànshì.",I like to write letters and watch TV.
291,搭,dā,Verb,to take (transportation),從美國搭飛機到中國要十三個小時。,Cóng Měiguó dā fēijī dào Zhōngguó yào shí sān gè xiǎoshí.,It takes thirteen hours from America to China by plane.,我們要一起搭飛機到日本去玩兒。,Wǒmen yào yìqǐ dā fēijī dào Rìběn qù wánr.,We want to take a plane to Japan together.
292,回來,huílái,Verb,to come back,已經很晚了，你妹妹怎麼還沒回來?,"Yǐjīng hěn wǎn le, nǐ mèimei zěnme háiméi huílái?","It's late, why is your younger sister not back yet?",我爸爸剛從美國回來。,Wǒ bàba gāng cóng Měiguó huílái.,My father just came back from America.
293,天氣,tiānqì,Noun,weather,今天天氣不錯，我們要不要一起出門去玩兒?,"Jīntiān tiānqì búcuò, wǒmen yào búyào yìqǐ chūmén qù wánr?","Today's weather is good, how about go out and play?",昨天的天氣不好，很冷，我們都在家裡沒有出門。,"Zuótiān de tiānqì bù hǎo, hěn lěng, wǒmen dōu zài jiā lǐ méiyǒu chūmén.","Yesterday's weather was bad, it was cold. We all stayed at home."
294,冷,lěng,Adj,cold,今天外面很冷，早一點兒回來。,"Jīntiān wàimiàn hěn lěng, zǎo yìdiǎnr huílái.","It's really cold outside, come back home early.",北京的天氣很冷，因為開車出門不方便，所以很多人都搭地鐵。,"Běijīng de tiānqì hěn lěng, yīnwèi kāichē chūmén bù fāngbiàn, suǒyǐ hěn duō rén dōu dā dìtiě.",The weather in Beijing is cold. Driving is not convenient therefore a lot of people take a subway.
295,熱,rè,Adj,hot,天氣很熱，我們去游泳吧!,"Tiānqì hěn rè, wǒmen qù yóuyǒng ba!","It's so hot, let's go swimming.",我有一點兒熱，你可以給我一點兒水嗎?,"Wǒ yǒu yìdiǎnr rè, nǐ kěyǐ gěi wǒ yìdiǎnr shuǐ ma?","I am a bit warm, can you give me some water?"
296,滑雪,huáxuě,Verb Object,to  ski,放假的時候，我都跟我的家人去日本滑雪。,"Fàngjià de shíhou, wǒ dōu gēn wǒ de jiārén qù Rìběn huáxuě.","During vacation time, I often go to Japan to ski with my family.",滑雪不難，可是很累。,"Huáxuě bù nán, kěshì hěn lèi.","Skiing is not hard, but very tired."
297,游泳,yóuyǒng,Noun,to swim,天氣很熱的時候，我們都喜歡去游泳。,"Tiānqì hěn rè de shíhou, wǒmen dōu xǐhuan qù yóuyǒng.","When it's hot, we all like to go swimming.",我游泳之後都會吃很多東西。,Wǒ yóuyǒng zhīhòu dōu huì chī hěnduō dōngxi.,I always eat a lot after swimming.
298,下雪,xiàxuě,Verb Object,to snow,外面下雪了，真漂亮。,"Wàimiàn xiàxuě le, zhēn piàoliang.","It's snowing outside, it's very pretty.",因為下雪的時候，開車不方便，所以很多人會坐地鐵上班。,"Yīnwèi xiàxuě de shíhou, kāi chē bù fāngbiàn, suǒyǐ hěn duō rén huì zuò dìtiě shàngbān.","It's not convenient when snowing, so a lot of people will take a subway to go to work."
299,舒服,shūfu,Adj,comfortable,今天的天氣不冷也不熱，很舒服。,"Jīntiān de tiānqì bù lěng yě bú rè, hěn shūfu.",Today is not so cold and not so warm. It's comfortable.,他今天不來上漢語課，因為他可能不太舒服。,"Tā jīntiān bù lái shàng Hànyǔ kè, yīnwèi tā kěnéng bú tài shūfu.","He is not coming to Chinese class today, because he isn't feeling well."
300,歲,suì,Measure word,year old,你是幾歲開始學中文的？,Nǐ shì jǐ suì kāishǐ xué Zhōngwén de?,How old did you start to learn Chinese?,你幾歲開始旅遊？,Nǐ jǐ suì kāishǐ lǚyóu?,How old do you start to travel?
301,高,gāo,Adj,high；tall,你的家人都比你高嗎？,Nǐ de jiārén dōu bǐ nǐ gāo ma?,Is your family all taller than you?,這個大樓比那個大樓高嗎？,Zhège dàlóu bǐ nàgè dàlóu gāo ma?,Is this building taller than that building?
302,那麼,nàme,Conj,so then...,為什麼你的中文說得那麼好？,Wèishénme nǐ de zhōngwén shuō dé nàme hǎo?,Why do you speak Chinese so well?,為什麼你那麼喜歡中國菜？,Wèishénme nǐ nàme xǐhuan Zhōngguó cài?,Why do you like Chinese food so much?
303,胖,pàng,Adj,fat,哪個比較胖？,Nǎge bǐjiào pàng?,Which one is fatter?,哪個比較不那麼胖？,Nǎge bǐjiào bú nàme pàng?,Which one is less fat?
304,矮,ǎi,Adj,short,弟弟比較矮。,Dìdì bǐjiào ǎi.,My younger brother is shorter.,哥哥沒有弟弟那麼矮。,Gēge méiyǒu dìdi nàme ǎi.,My older brother is not as short as my younger brother.
305,瘦,shòu,Adj,thin,瘦的人健康嗎？,Shòu de rén jiànkāng ma?,Are thin people healthy?,你家人沒有你那麼瘦嗎？,Nǐ jiārén méiyǒu nǐ nàme shòu ma?,Your family isn't as skinny as you?
306,長,cháng,Adj,long,那條路不長。,Nà tiáo lù bù cháng.,That road is not long.,他學中文的時間很長。,Tā xué Zhōngwén de shíjiān hěn cháng.,He studied Chinese for a long time.
307,頭髮,tóufà,Noun,hair,他的頭髮很長嗎？,Tā de tóufà hěn cháng ma?,Is his hair very long?,他的頭髮沒有我的那麼長。,Tā de tóufà méiyǒu wǒ de nàme cháng.,His hair is not as long as mine.
308,醫生,yīshēng,Noun,doctor,我今天不舒服，我想我得去看醫生。,"Wǒ jīntiān bù shūfu, wǒ xiǎng wǒ dĕi qù kàn yīshēng.","I don't feel well, I think I need to see a doctor.",我想做醫生。,Wǒ xiǎng zuò yīshēng.,I want to be a doctor.
309,生病,shēngbìng,Verb Object,to be sick,他生病了。所以今天不來上班。,"Tā shēngbìng le, suǒyǐ jīntiān bù lái shàngbān.","He is sick, so he will not come to work today.",我昨天生病了。,Wǒ zuótiān shēngbìngle.,I was sick yesterday.
310,看病,kànbìng,Verb Object,to see a doctor,"我跟我妹妹今天都不舒服, 所以我們下午的時候就一起去看病了。","Wǒ gēn wǒ mèimei jīntiān dōu bù shūfu, suǒyǐ wǒmen xiàwǔ de shíhou jiù yìqǐ qù kànbìng le.","My younger sister and I both don't feel well, so we go to see a doctor in the afternoon together.",我們打算今天下午去看病，聽說那個醫生很有名，可是很早就休息了。,"Wǒmen dǎsuàn jīntiān xiàwǔ qù kànbìng. Tīngshuō nàge yīshēng hěn yǒumíng, kěshì hěn zǎo jiù xiūxi le.",We plan to see a doctor this afternoon. We heard that he is famous. But the clinic closed early.
311,藥,yào,Noun,medicine,這個藥每天上午、中午、晚上都要吃一次。,"Zhè gè yào měitiān shàngwǔ, zhōngwǔ, wǎnshàng dōu yào chī yícì.","This medicine has to be taken once in the morning, noon and night.",醫生說吃完飯要吃藥。,Yīshēng shuō chī wánfàn yào chīyào.,The doctor said you have to eat medicine after your meal.
312,身體,shēntǐ,Noun,"body, health",我爸爸的身體不太好，所以他常常生病。,"Wǒ bàba de shēntǐ bú tài hǎo, suǒyǐ tā cháng cháng shēngbìng.",My dad's health is in bad condition therefore he is often sick.,從外國回來以後，我的身體很好，所以不要擔心。,"Cóng wàiguó huí lái yǐhòu, wǒ de shēntǐ hěn hǎo, suǒyǐ bú yào dānxīn.","After coming back from abroad, I'm healthy, so don't worry."
313,水果,shuǐguǒ,Noun,fruit,你生病要多吃點兒水果。,Nǐ shēngbìng yào duō chī diǎnr shuǐguǒ.,"When you are sick, you should eat more fruit.",我喜歡吃水果，也喜歡吃蔬菜。,Wǒ xǐhuan chī shuǐguǒ yě xǐhuan chī shūcài.,I like to eat fruit and vegetables.
314,蔬菜,shūcài,Noun,vegetables,誰都喜歡吃蔬菜水果。,Shéi dōu xǐhuan chī shūcài shuǐguǒ.,Everyone likes to eat vegetables and fruit.,他不太吃蔬菜，所以常生病。,"Tā bú tài chī shūcài, suǒyǐ cháng shēngbìng.","He doesn't eat enough vegetables, that's why he often gets sick."
315,醫院,yīyuàn,Noun,hospital,醫院離我家不近，坐公交車要一小時。,"Yīyuàn lí wǒ jiā bú jìn, zuò gōngjiāochē yào yì xiǎoshí.","The hospital is not close to my house, it takes one hour by bus.",我們這個週末打算去醫院看我們的朋友。他因為生病所以住院了。,Wǒmen zhège zhōumò dǎsuàn qù yīyuàn kàn wǒmen de péngyou. Tā yīnwèi shēngbìng suǒyǐ zhùyuàn le.,We plan to visit our friend in the hospital this weekend. He is hospitalized because he is sick.
316,請假,qǐngjià,Verb Object,to take a leave,我們後天要去旅遊，所以我要請假。,"Wǒmen hòutiān yào qù lǚyóu,suǒyǐ wǒ yào qǐngjià.","I'm going to travel for the day after tomorrow, so I need to take the day off.",生病了就請假在家裡休息。,Shēngbìng le jiù qǐngjià zài jiālǐ xiūxi.,"If you are sick, rest at home."
317,一,yī,Noun,"one, single",我有一個弟弟。,Wǒ yǒu yíge dìdì.,I have a younger brother.,今天是星期一。,Jīntiān shì xīngqī  yī.,Today is Monday.
318,一點兒,yìdiǎnr,Numeral,"a little bit, a bit",今天有一點兒累。,Jīntiān yǒu yìdiǎnr lèi.,Today I'm a little tired,水果有一點兒貴。,Shuǐguǒ yǒu yìdiǎnr guì.,The fruit is a little expensive.
319,七,qī,Numeral,seven,這有七個人。,Zhè yǒu qī ge rén.,There are seven people.,他七點鐘才下班。,Tā qī diǎn zhōng cái xiàbān.,He gets off work at seven o'clock.
320,三,sān,Numeral,three,我每天喝三杯咖啡。,Wǒ měitiān hē sān bēi kāfēi.,I drink three cups of coffee a day.,那三杯黑咖啡都是我的。,Nà sān bēi hēi kāfēi dōu shì wǒ de.,Those three cup of black coffee are mine.
321,上,shàng,Noun/Verb,"on, on top of",桌上有一本書。,Zhuō shàng yǒu yì běn shū.,There is a book on the table.,桌上有二十多本書。,Zhuō shàng yǒu èrshí duō běn shū.,There are more than twenty books on the table.
322,下,xià,Noun/Verb,"under, off, leave",窗下有一隻貓。,Chuāng xià yǒu yì zhī māo.,There is a cat under the window.,我們一起下去搭公交車吧！,Wǒmen yìqǐ xiàqù dā gōngjiāo chē ba!,Let's go down and take a bus!
323,不,bù,Adv,do not,我不吃牛肉。,Wǒ bù chī niúròu.,I do not eat beef.,弟弟不把衣服掛在衣櫃裡。,Dìdì bù bǎ yīfu guà zài yīguì lǐ.,My little brother doesn't hang his clothes in the closet.
324,九,jiǔ,Numeral,nine,我的爸爸有九個姐姐。,Wǒ de bàba yǒu jiǔ ge jiějiě.,My dad has nine sisters.,明天九點從家裡出發。,Míngtiān jiǔ diǎn cóng jiā lǐ chūfā.,He departs tomorrow at 9 am from home.
325,了,le,Adv,past tense,這件衣服太貴了。,Zhè jiàn yīfu tài guìle.,This piece of clothing is too expensive.,我工作一天了，現在我只想睡覺放鬆。,"Wǒ gōngzuò yìtiān le, xiànzài wǒ zhǐ xiǎng shuìjiào fàngsōng.","I have worked for a whole day long, now I only want to sleep and relax."
326,二,èr,Numeral,two,昨天星期二。,Zuótiān xīngqī 'èr.,Yesterday was Tuesday.,這是一張二手沙發，但是看起來很新。,"Zhè shì yì zhāng èrshǒu shāfā, dànshì kàn qǐlái hěn xīn.","This is a second hand sofa, but it looks new."
327,五,wǔ,Numeral,five,我家有五口人。,Wǒjiā yǒu wǔ kǒu rén.,My family has five people.,這個包是爸爸送給我的，我已經用了五年了。,"Zhège bāo shì bàba sòng gěi wǒ de, wǒ yǐjīng yòng le wǔ nián le.",My father presented this backpack for me. I've already used for five years.
328,人,rén,Noun,"people, person",你是挪威人嗎？,Nǐ shì Nuówēi rén ma?,Are you Norwegian?,這個男人很有魅力，大家都很喜歡他。,"Zhège nánrén hěn yǒu mèilì, dàjiā dōu hěn xǐhuan tā.","This man is very attractive, we all like him."
329,什麼,shénme,Adj/Adv,what,這是什麼？,Zhè shì shénme?,What is this?,在你們國家，什麼東西代表著幸運？,"Zài nǐmen guójiā, shénme dōngxi dàibiǎo zhe xìngyùn ？","In your country, what object represents good luck?"
330,會,huì,Verb,"to be able to, can do",我會說一點兒漢語。,Wǒ huì shuō yìdiǎnr hànyǔ.,I can speak a little Chinese.,你幾點會做飯？,Nǐ jǐdiǎn huì zuò fàn?,What time will you cook?
331,兒子,érzi,Noun,son,我的兒子叫王陽。,Wǒ de érzi jiào wáng yáng。,My son is called Wang Yang.,我對兒子的教育十分操心。,Wǒ duì érzǐ de jiàoyù shífēn cāoxīn.,I am very worried about my son's education.
332,八,bā,Numeral,eight,我有八本中文書。,Wǒ yǒu bā běn zhōngwén shū.,I have eight Chinese books.,我已經說得很明白了，今天八點見，為什麼你還是遲到了？,"Wǒ yǐjīng shuō de hěn míngbáile, jīntiān bā diǎn jiàn, wèishénme nǐ háishì chídào le?","I had said so clearly that we'll meet at eight o'clock today, why are you still late?"
333,六,liù,Numeral,six,中國人喜歡數字六。,Zhōngguó rén xǐhuan shùzì liù.,Chinese people like the number six.,我早上六點起床。,Wǒ zǎoshang liù diǎn qǐchuáng.,I wake up at six in the morning.
334,寫,xiě,Verb,to write,我會寫我的中文名字。,Wǒ huì xiě wǒ de zhōngwén míngzì.,I can write my Chinese name.,這個字我寫錯了。,Zhège zì wǒ xiě cuòle.,I wrote this character incorrectly.
